Id,SalePrice
1461,130044.16692469011
1462,152836.29363101957
1463,193887.95963136526
1464,195531.59583380166
1465,181677.99752888907
1466,178248.64740161912
1467,180637.77378555734
1468,169139.0334868518
1469,181874.14587798886
1470,130504.63860509044
1471,182610.70358321528
1472,105181.68855041762
1473,108102.47617646285
1474,148066.5852849951
1475,122171.61058020021
1476,332041.9587227582
1477,248070.22618613887
1478,268112.4630179847
1479,270868.4153385315
1480,475993.0454458182
1481,313208.6515459646
1482,195918.28464225619
1483,181228.93472740948
1484,166770.17904460107
1485,173452.40612020504
1486,197370.42706807656
1487,343434.3271575958
1488,245606.9342889907
1489,198939.0521182549
1490,231693.49163373985
1491,196188.0200771214
1492,99173.33450077646
1493,183582.99010318986
1494,284814.6940465847
1495,280195.82971570664
1496,220186.88837960054
1497,189363.3109498865
1498,159297.57418858656
1499,157895.04853762305
1500,156614.2556501871
1501,175731.53879949907
1502,152942.54937828955
1503,267287.68848827307
1504,236292.2314920324
1505,226045.92114407974
1506,188788.06127321057
1507,260478.16385949767
1508,207387.5666540111
1509,159596.96058822022
1510,148878.08562875618
1511,147372.919497492
1512,177901.9901494805
1513,137672.5993009137
1514,159515.41550639734
1515,196083.73431502644
1516,140627.30854420635
1517,155416.56604512295
1518,141300.9749251177
1519,224784.1611488933
1520,134135.1619877269
1521,137470.02726441005
1522,165172.5796979335
1523,118315.69023949407
1524,118036.01345337657
1525,119098.87577750109
1526,109691.64593077326
1527,114246.08240006765
1528,139693.81862806695
1529,142777.98669835788
1530,185899.2853495261
1531,110499.19702858495
1532,92919.64583146421
1533,140856.20908767972
1534,122380.49789850287
1535,159409.3521400185
1536,115681.52791937364
1537,86413.21958443268
1538,146097.55967450916
1539,185170.17404242948
1540,103162.95140568822
1541,137313.76696062527
1542,153198.44801665013
1543,195809.71673920556
1544,86415.50651520654
1545,102931.3697491708
1546,117224.35403730797
1547,131472.15037803474
1548,128527.66947907253
1549,118295.98616676663
1550,133383.19294052685
1551,111132.6484082948
1552,137869.49535675996
1553,142111.07971928522
1554,113902.4802043247
1555,169410.14223306093
1556,97937.33230217455
1557,106737.93380204904
1558,97689.57689346118
1559,100159.95061056662
1560,124643.4541333415
1561,142240.55550822738
1562,132837.2748797731
1563,120245.8675201491
1564,163279.068853415
1565,146863.39713960313
1566,235150.8004907439
1567,84419.52586084387
1568,232663.55428488852
1569,148038.4117659811
1570,130668.4340212267
1571,126181.0860150813
1572,149801.64393543234
1573,240675.26164933373
1574,122633.58011855683
1575,223034.0747981728
1576,232053.9808953168
1577,189049.60391841092
1578,133762.8213711249
1579,151828.34097733616
1580,194916.27599172614
1581,152841.46568027124
1582,128394.20613262187
1583,311511.23860485887
1584,231795.58017918986
1585,145881.44175301568
1586,82582.46066355969
1587,97338.59198924003
1588,148880.4173673174
1589,104104.60443504773
1590,130162.19495369794
1591,97810.47265551667
1592,130330.7471394925
1593,115723.42372176172
1594,146440.92545985835
1595,114165.14763693875
1596,214350.31924104452
1597,196660.891905888
1598,195850.34184571385
1599,172345.59749094682
1600,171220.97499041402
1601,72345.37110036271
1602,122276.99988580038
1603,82027.64645697916
1604,251994.31783510302
1605,233944.16354314223
1606,162581.81560377587
1607,188354.07619677443
1608,206869.48487216083
1609,184785.26197271334
1610,165347.355553313
1611,142262.2547941234
1612,181829.98088678322
1613,181513.0256888708
1614,123941.36272430462
1615,95520.28856298813
1616,87130.99568164142
1617,100455.36432318987
1618,132901.30215578526
1619,140973.72845904613
1620,191139.29825441682
1621,146480.92213730476
1622,148433.90683210437
1623,249152.5004730532
1624,207448.2098223042
1625,118652.05395432306
1626,167636.1673122972
1627,194294.19327663834
1628,274291.92331302643
1629,174306.65053508192
1630,346216.59351711004
1631,203063.73800764198
1632,230315.9250888728
1633,168207.6199610551
1634,186398.29401687416
