Id,SalePrice
1461,140069.85278804397
1462,150229.59460393336
1463,184253.58912191488
1464,182565.9955330173
1465,175608.42762928415
1466,175112.71295060506
1467,171354.903274636
1468,169433.57606189908
1469,175613.44869101018
1470,139822.256965357
1471,184502.12922244458
1472,125859.07373882206
1473,130371.4554662723
1474,157283.3158876852
1475,137764.02335147257
1476,258746.18439832915
1477,219998.69921652478
1478,226478.9996687316
1479,231131.1630401655
1480,328571.7866575289
1481,250618.74376408456
1482,187603.04692287018
1483,177995.02441063902
1484,170163.865802127
1485,169059.58465170214
1486,187315.9758837449
1487,261719.16890493187
1488,217584.17219615978
1489,185881.08074575727
1490,196315.8962426991
1491,187183.80697179836
1492,121058.00754462359
1493,172061.2488505784
1494,236789.04357346622
1495,235947.14650383565
1496,199162.67787257867
1497,189407.8555027224
1498,166196.23909700112
1499,166580.12840895995
1500,165914.02194161175
1501,176705.99491581073
1502,162034.75239423013
1503,221134.4770646802
1504,204226.61039441987
1505,198489.55339567666
1506,183850.16017211953
1507,227383.96157378724
1508,193007.94139933074
1509,161796.9543997258
1510,152633.11319576076
1511,153063.4614131198
1512,167861.48870627387
1513,154857.02716193447
1514,171311.94565730882
1515,194130.30819251196
1516,147927.07655359662
1517,156692.05876969392
1518,160028.80205342337
1519,202979.3427309633
1520,141438.60947515685
1521,144382.37563846086
1522,159124.23956106813
1523,134432.2950959542
1524,129804.64461452274
1525,131172.43169122987
1526,131902.14270351455
1527,133171.2453333443
1528,146180.4973495532
1529,145757.94069604605
1530,164117.50499383174
1531,132884.3621424883
1532,112032.22556291465
1533,148020.4218768684
1534,136394.48126172947
1535,161942.72338330434
1536,129249.77180470931
1537,121371.73809200288
1538,152595.57874691722
1539,176658.33105482353
1540,134613.86652162462
1541,149819.11268005427
1542,160130.4139334662
1543,178662.6576943363
1544,108455.09899782098
1545,120172.56866299226
1546,129847.43427631458
1547,134883.73517508555
1548,135006.0873065892
1549,132063.30680186313
1550,141435.44132196388
1551,125980.46441763571
1552,146708.07508393136
1553,139121.63010881242
1554,129040.47997441798
1555,165912.39199945563
1556,120990.55783355904
1557,128060.17857899297
1558,116934.91598253981
1559,127727.55522938927
1560,141749.2375407905
1561,159399.66035615833
1562,143569.97144387354
1563,132045.2630626203
1564,169002.51330950644
1565,151209.20736321402
1566,198469.36375576048
1567,112537.68014436874
1568,199208.00829509535
1569,157286.2278617987
1570,137796.04400916255
1571,138826.12552220997
1572,151952.67406752068
1573,207686.33268488836
1574,144941.33279904138
1575,187719.39420056238
1576,206681.47865895805
1577,183104.89462540735
1578,143329.26921021467
1579,158446.86110263242
1580,186598.3707550354
1581,151602.26917868294
1582,139171.26966225653
1583,253843.54093972562
1584,208969.29765172745
1585,154412.89311890458
1586,113115.37847492809
1587,119127.66482405657
1588,147732.25660131438
1589,126482.80905838094
1590,142615.38869695412
1591,118654.91352777109
1592,142297.4745417762
1593,123504.79580515064
1594,157189.25237101407
1595,131275.38363085827
1596,188565.32960193613
1597,186282.5782606481
1598,182171.21465159897
1599,167528.40428114685
1600,169443.04353724426
1601,102539.36785837982
1602,130891.52237303961
1603,109540.04853155681
1604,213154.4602299173
1605,213645.5566305519
1606,160906.23850143893
1607,198502.11518517396
1608,193143.8857011766
1609,180135.14644549822
1610,167715.84608616025
1611,153238.75389709912
1612,183964.89903727308
1613,178577.5633468232
1614,134872.3759816977
1615,119880.77999926264
1616,117809.42229883572
1617,127822.09230939907
1618,143073.23901255985
1619,143877.86292451635
1620,199822.74488729908
1621,159654.48754203544
1622,151248.01871891366
1623,212299.93135709877
1624,195927.45071285995
1625,133030.22451395262
1626,168253.32206389162
1627,183215.49412557413
1628,231984.5286432991
1629,171894.9568351981
1630,273906.9118752898
1631,189111.807387413
1632,207083.62543283417
1633,164346.09884177012
1634,181753.66274299024
1635,172820.6381930361
1636,162203.1834585381
1637,184249.78922466867
1638,188486.3045380615
1639,180544.5178014811
1640,220934.92844387383
1641,183950.20813777912
1642,204181.76469090683
1643,203840.2831875198
1644,201633.51322270915
1645,181215.17548491026
1646,155840.83313785688
1647,159740.4168602101
1648,147844.50320577968
1649,142201.17414365127
1650,139383.83940065216
1651,147262.24559340693
1652,127245.35973003418
1653,126328.90919147037
1654,159332.5214827946
1655,151670.32300693195
1656,157423.13117623996
1657,160025.4355341115
1658,158121.06125023484
1659,141480.69384427727
1660,160119.40985048554
1661,300950.52789228543
1662,281312.690758963
1663,269279.67662119155
1664,320420.5180518961
1665,235205.4446653194
1666,251764.90364203506
1667,269513.791039119
1668,246624.43313584905
1669,219254.4455778533
1670,250283.12906530354
1671,223939.77880091872
1672,305528.0262395769
1673,242266.17596123318
1674,220634.0422008622
1675,184897.57241067535
1676,186223.48432679402
1677,190597.27466674245
1678,315096.8977571627
1679,270184.59669868374
1680,238906.61525562097
1681,198951.77945284647
1682,232450.6045058004
1683,183333.20085468818
1684,174312.0010861406
1685,174493.6966382899
1686,171839.78684924362
1687,166621.78969637293
1688,184015.3109493453
1689,182688.5922038003
1690,179096.47024401583
1691,171264.439781898
1692,216844.7250968279
1693,167630.68781256143
1694,176279.03191482954
1695,165270.52228824756
1696,233218.79221563495
1697,165003.1225474376
1698,271315.2428069515
1699,244231.37777116726
1700,215683.62628950056
1701,224603.5600514422
1702,230492.75054069204
1703,217573.41600573697
1704,235438.46681790505
1705,193957.07493954382
1706,297949.125587995
1707,190884.43150013842
1708,192062.72592438283
1709,221549.2475482675
1710,198912.0711518229
1711,216741.47740261807
1712,220046.50124487557
1713,224081.14574419172
1714,202476.23632343128
1715,192410.5816571445
1716,179404.54892184268
1717,172219.4307456785
1718,152047.4958614186
1719,192820.94687007333
1720,213276.52675782365
1721,174361.26703433844
1722,150554.5830098336
1723,171214.65044882186
1724,201978.61862007703
1725,209741.98226704283
1726,178603.95933121067
1727,169191.4914896144
1728,175480.29602904912
1729,161287.87914767757
1730,166308.4984044037
1731,133874.34133913764
1732,139526.01752085646
1733,133703.8319085539
1734,136961.27955274962
1735,141151.06081365622
1736,128160.56494112135
1737,245553.52642221117
1738,198978.18625828743
1739,261451.12885273423
1740,204430.85750426873
1741,184784.64312115958
1742,175487.8165712985
1743,175014.95986868403
1744,221099.37504694794
1745,196266.22264907978
1746,200258.16287677086
1747,197090.94120473485
1748,207736.0026110731
1749,159974.7668586022
1750,151620.3396542106
1751,205586.81896613297
1752,132189.53158759113
1753,160671.33506510654
1754,190797.02585046506
1755,164263.76500768075
1756,132094.3504447041
1757,127646.20692471373
1758,156275.4524078712
1759,162355.64266701648
1760,165210.013379398
1761,155070.04432109764
1762,173340.3254367001
1763,157339.30305757467
1764,129071.19203894564
1765,176245.01317704364
1766,163848.74215198253
1767,188183.78604838726
1768,140282.661444195
1769,156710.32006678858
1770,144971.66266994557
1771,139702.51885067247
