Id,SalePrice
1461,122057.15872812674
1462,159056.13503702194
1463,187734.839179485
1464,190981.75688902359
1465,192600.87736298298
1466,176129.80055121495
1467,170748.90316732318
1468,170593.8012724379
1469,183180.84041707584
1470,127056.75364819662
1471,177247.30204608155
1472,97367.89654282038
1473,101311.90965710678
1474,151088.73389673128
1475,136138.7675248121
1476,368460.6904678905
1477,258084.17998228222
1478,286509.9099359889
1479,295183.6411923146
1480,496013.4350771352
1481,333212.9086388017
1482,207683.7122214006
1483,177295.81770433407
1484,170919.55831704033
1485,180124.22831802894
1486,195818.86481640887
1487,337745.65510531585
1488,248511.2164961849
1489,205213.4046029353
1490,224213.527453116
1491,193317.24368352423
1492,97480.20148898286
1493,172415.43786267217
1494,298894.17543153884
1495,292536.12406482245
1496,233943.88874880483
1497,191568.20061729525
1498,163756.5191018994
1499,160435.35729379675
1500,153803.65222981363
1501,172283.59054682922
1502,159497.10280697056
1503,284248.26808837644
1504,248705.8588890148
1505,231397.8639574335
1506,187771.17649502403
1507,237166.07036304843
1508,208706.12052369272
1509,168003.07708129563
1510,153222.92135269704
1511,147759.54878131094
1512,170878.89541268174
1513,128686.96456779407
1514,148469.69450405063
1515,175325.9577704729
1516,145617.45231349065
1517,157159.03720400084
1518,132545.22641579903
1519,212897.0504713365
1520,140370.8956871212
1521,145277.81049347823
1522,164655.9609051719
1523,118808.55853766444
1524,125740.67805976441
1525,123522.70760368067
1526,117090.44821213474
1527,110668.9283862362
1528,134430.21464874115
1529,153099.58926572354
1530,167209.02204629578
1531,103144.09306504685
1532,96208.59615078868
1533,139057.83167664733
1534,119486.19735156234
1535,154148.4082022416
1536,116530.53363151079
1537,68280.22502684737
1538,161107.85089956157
1539,216458.40229125513
1540,93660.42318566874
1541,134830.414855195
1542,147903.24062382538
1543,224023.04495318068
1544,84458.8525720579
1545,102302.31294355105
1546,121785.99219500044
1547,135895.30670588228
1548,133483.54127731457
1549,110567.58822743809
1550,142457.19793491723
1551,115777.5437732615
1552,127722.18347340301
1553,144417.90467079272
1554,114009.85903509286
1555,183602.72590911042
1556,97838.13655787957
1557,115756.85640785811
1558,100891.99990312227
1559,90160.12323502687
1560,136371.9340750452
1561,131022.87957336163
1562,128306.65122638589
1563,119200.20363003417
1564,158344.89021422315
1565,146692.97213458488
1566,245596.7619009026
1567,77675.41821910233
1568,236949.4303719502
1569,141717.97454584332
1570,133463.93936824726
1571,126464.0663610415
1572,147178.59439766227
1573,248112.85530275505
1574,105883.99769982898
1575,228052.30412649087
1576,212767.07746428406
1577,186787.17649896734
1578,145649.85749567853
1579,148037.99025306548
1580,195425.2070871861
1581,150120.68865847323
1582,131073.67591497093
1583,313603.59739132127
1584,225756.1744208281
1585,143334.55871051937
1586,68958.1985859813
1587,91644.96027964634
1588,148469.62220049097
1589,90575.4237319175
1590,131016.50142475529
1591,95768.71848617798
1592,133021.00845004598
1593,122654.4162544304
1594,133715.46661035632
1595,117046.7424425308
1596,245471.45977856344
1597,200621.78430206008
1598,210438.70205914835
1599,195891.0740264036
1600,191179.10398554374
1601,62836.28421341581
1602,116701.06943393561
1603,75718.31634877504
1604,265591.80531611614
1605,238085.1708491769
1606,165246.56706035158
1607,162539.51928007748
1608,207696.18257576512
1609,185455.08856836567
1610,159344.09645234395
1611,140426.91609674305
1612,164927.77297050672
1613,160641.78490963578
1614,119967.28471742122
1615,87266.94044935876
1616,75891.09579605954
1617,89086.36370773987
1618,131145.88439512718
1619,136659.58606145877
1620,152776.34531802151
1621,133071.1092071328
1622,144302.22947888027
1623,260625.69974152587
1624,195605.37368935824
1625,121913.21386557822
1626,162071.7949154054
1627,190763.80262406945
1628,274610.6392083115
1629,179964.3327933143
1630,364856.44078133884
1631,222759.2004954461
1632,260499.25075360184
1633,173737.18806264477
1634,184805.38683688958
1635,177984.01961196383
1636,156199.31128055096
1637,196135.90298176452
1638,189575.59198684632
1639,186595.7835410891
1640,257459.24096243572
1641,189840.1057923056
1642,238437.65624761497
1643,236632.63001628133
1644,241672.34701457797
1645,190895.6990364772
1646,151906.29585467273
1647,155826.3617336212
1648,132230.09187417285
1649,140750.59598797138
1650,113661.10046716187
1651,121782.64294966533
1652,101001.00596586845
1653,98261.80622330002
